ID	USER	AGENT	INTENT	ENTITIES	SLOTS
	 renvoyez la commande merci j'espère une réception avant le 2412.	 je procède immédiatement au renvoi	['deliveryNews']	[{'resend': 'renvoyez'}, {'date': '2412'}]	[{'Store name': 'Parfum moins cher'}, {'status': 'lost'}, {'operation': 'resend'}]
	 pensez à déduire les 10€ oubliés de la commande initiale	 je vous présente toutes nos excuses  je vous invite à revenir vers nous dès réception de votre colis et nous procéderons au remboursement des 10€	['Refund']	[{'discount': 'déduire'}]	[{'Store name': 'Parfum moins cher'}, {'status': 'lost'}, {'operation': 'resend'}]
	 merci	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'status': 'lost'}, {'operation': 'resend'}]
					
conv868	je souhaite m'inscrire mais cela fait 3 fois l'on me dit que mon adresse mail et la confirmation d'adresse mail ne st pas les mêmes, or si !	 pourriez vous m'indiquer votre adresse mail s'il vous plaît ?	['AccountCreation']	[{'connection': 'inscrire'}, {'channel': 'mail'}]	[{'Store name': 'Parfum moins cher'}]
	mon adresse mail est : _Email1_	 après vérification, je constate qu'il existe déjà un compte avec l'adresse email _Email1_.  ce compte a été créé en 2009 et est au nom de .	['AccountCreation']	[{'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	, je n'ai plus le mot de passe !5  c'est bien moi	 souhaitez vous que je le réinitialise pour vous ?	['Login']	[{'pwd': 'mot de passe'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	oui merci !	" je vous invite donc à vous connecter avec l'adresse email _Email1_ et le mot de passe "" "" "" "". vous pourrez bien entendu le modifier par la suite."	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}]
	par contre l'adresse n'est plus la même, je n'habite plus à _City1_	 vous pourrez modifier également votre adresse postale une fois connectée à votre Espace client.	['ChangeData']	[{'place': '_City1_'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}, {'data': 'address'}]
	Merci, je vais aller rectifier tout cela !	 de rien, je suis à votre service. avez vous d'autres questions ?	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email1_'}, {'data': 'address'}]
